model,learning_rate,val_split,epochs,accuracy,TPR,TNR
simple_CNN_model_1,0.001,,3,0.6666666666666666,1.0,0.0
simple_CNN_model_1_sigmoid,0.001,,3,0.6666666666666666,1.0,0.0
cnn_model_succeeded,0.001,,3,0.6666666666666666,1.0,0.0
CNN_model_paper,0.0001,,3,0.6666666666666666,1.0,0.0
cnn_model_succeeded,1e-07,,1,0.6666666666666666,1.0,0.0
simple_CNN_model_1_sigmoid,1e-07,,1,0.6666666666666666,1.0,0.0
cnn_model_succeeded,0.001,0.33,5,0.6666666666666666,1.0,0.0
cnn_model_succeeded,0.0001,,1,0.6666666666666666,1.0,0.0
simple_CNN_model_1,0.001,,1,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,1e-06,0.33,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1,1e-06,0.33,5,0.6666666666666666,1.0,0.0
cnn_model_succeeded,1e-06,0.33,5,0.6666666666666666,1.0,0.0
CNN_model_paper,0.0001,0.33,5,0.6666666666666666,1.0,0.0
CNN_model_paper,1e-07,0.33,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1,1e-05,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,1e-07,0.33,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1,1e-07,0.33,5,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,1e-05,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper,0.001,,5,0.6666666666666666,1.0,0.0
CNN_model_paper,1e-05,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,0.001,,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1,0.001,,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1_sigmoid,0.0001,0.33,1,0.6666666666666666,1.0,0.0
simple_CNN_model_1,0.0001,0.33,1,0.6666666666666666,1.0,0.0
cnn_model_succeeded,0.001,,5,0.6666666666666666,1.0,0.0
CNN_model_paper,0.0001,,5,0.6666666666666666,1.0,0.0
CNN_model_paper2,0.0001,,5,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,0.0001,,5,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,0.0001,0.33,1,0.6666666666666666,1.0,0.0
simple_CNN_model_1,0.0001,,5,0.6666666666666666,1.0,0.0
CNN_model_paper,0.0001,0.33,1,0.6666666666666666,1.0,0.0
cnn_model_succeeded,0.001,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper,1e-05,,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1,0.001,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,0.001,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper,1e-06,0.33,1,0.6666666666666666,1.0,0.0
simple_CNN_model_1,1e-05,0.33,3,0.6666666666666666,1.0,0.0
simple_CNN_model_1,1e-06,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper,1e-06,0.33,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1,1e-05,0.33,5,0.6666666666666666,1.0,0.0
CNN_model_paper,1e-07,0.33,1,0.6666666666666666,1.0,0.0
cnn_model_succeeded,1e-06,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper,1e-05,0.33,5,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,1e-07,0.33,1,0.6666666666666666,1.0,0.0
simple_CNN_model_1,0.0001,0.33,5,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,1e-05,0.33,5,0.6666666666666666,1.0,0.0
simple_CNN_model_1,1e-07,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,1e-06,0.33,1,0.6666666666666666,1.0,0.0
CNN_model_paper,0.001,,1,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,0.0001,0.33,5,0.6666666666666666,1.0,0.0
CNN_model_paper_withDropout,0.001,,1,0.6666666666666666,1.0,0.0
CNN_model_paper2,0.0001,0.33,5,0.6666666666666666,1.0,0.0
cnn_model_succeeded,0.0001,0.33,1,0.6574074074074074,0.9861111111111112,0.0
CNN_model_paper2,0.0001,,10,0.6574074074074074,0.9861111111111112,0.0
CNN_model_paper2,1e-07,0.33,3,0.6574074074074074,0.9861111111111112,0.0
simple_CNN_model_1_sigmoid,1e-05,,100,0.6574074074074074,0.9861111111111112,0.0
cnn_model_succeeded,0.0001,,20,0.6574074074074074,0.9861111111111112,0.0
CNN_model_paper2,1e-06,0.33,1,0.6574074074074074,0.9861111111111112,0.0
simple_CNN_model_1_sigmoid,1e-05,0.33,3,0.6574074074074074,0.9861111111111112,0.0
cnn_model_succeeded,1e-07,0.33,3,0.6574074074074074,0.9861111111111112,0.0
simple_CNN_model_1_sigmoid,1e-05,0.33,1,0.6574074074074074,0.9861111111111112,0.0
simple_CNN_model_1_sigmoid,1e-06,0.33,1,0.6574074074074074,0.9722222222222222,0.027777777777777776
CNN_model_paper2,1e-05,,1,0.6574074074074074,0.9861111111111112,0.0
simple_CNN_model_1_sigmoid,0.001,0.33,20,0.6481481481481481,0.9722222222222222,0.0
CNN_model_paper2,0.0001,,50,0.6481481481481481,0.9305555555555556,0.08333333333333333
cnn_model_succeeded,1e-05,0.33,1,0.6481481481481481,0.9722222222222222,0.0
cnn_model_succeeded,1e-07,0.33,20,0.6481481481481481,0.8888888888888888,0.16666666666666666
cnn_model_succeeded,1e-05,,100,0.6481481481481481,0.9722222222222222,0.0
simple_CNN_model_1_sigmoid,0.001,,100,0.6481481481481481,0.9722222222222222,0.0
simple_CNN_model_1_sigmoid,1e-06,0.33,100,0.6388888888888888,0.9583333333333334,0.0
cnn_model_succeeded,1e-05,0.33,10,0.6388888888888888,0.9166666666666666,0.08333333333333333
cnn_model_succeeded,1e-06,,1,0.6388888888888888,0.9583333333333334,0.0
cnn_model_succeeded,1e-06,,50,0.6388888888888888,0.9583333333333334,0.0
simple_CNN_model_1_sigmoid,1e-06,,20,0.6388888888888888,0.9444444444444444,0.027777777777777776
CNN_model_paper2,1e-06,0.33,50,0.6296296296296297,0.7638888888888888,0.3611111111111111
cnn_model_succeeded,1e-07,,5,0.6296296296296297,0.8055555555555556,0.2777777777777778
cnn_model_succeeded,1e-07,0.33,50,0.6296296296296297,0.7638888888888888,0.3611111111111111
CNN_model_paper2,0.0001,,100,0.6296296296296297,0.9166666666666666,0.05555555555555555
CNN_model_paper2,1e-07,,100,0.6296296296296297,0.75,0.3888888888888889
simple_CNN_model_1_sigmoid,1e-06,,50,0.6296296296296297,0.9444444444444444,0.0
cnn_model_succeeded,1e-05,,1,0.6296296296296297,0.9444444444444444,0.0
CNN_model_paper2,1e-05,0.33,1,0.6203703703703703,0.9305555555555556,0.0
CNN_model_paper2,1e-06,,50,0.6111111111111112,0.75,0.3333333333333333
simple_CNN_model_1_sigmoid,1e-07,0.33,50,0.6111111111111112,0.75,0.3333333333333333
CNN_model_paper2,1e-06,0.33,100,0.6111111111111112,0.7361111111111112,0.3611111111111111
cnn_model_succeeded,1e-07,,100,0.6111111111111112,0.7777777777777778,0.2777777777777778
CNN_model_paper2,1e-06,0.33,5,0.6111111111111112,0.8055555555555556,0.2222222222222222
cnn_model_succeeded,1e-07,0.33,100,0.6018518518518519,0.7916666666666666,0.2222222222222222
CNN_model_paper2,1e-05,,5,0.6018518518518519,0.8333333333333334,0.1388888888888889
CNN_model_paper2,0.001,0.33,10,0.6018518518518519,0.8333333333333334,0.1388888888888889
simple_CNN_model_1_sigmoid,0.0001,0.33,100,0.6018518518518519,0.8888888888888888,0.027777777777777776
CNN_model_paper2,0.0001,0.33,100,0.5925925925925926,0.8611111111111112,0.05555555555555555
CNN_model_paper2,1e-05,0.33,5,0.5925925925925926,0.6666666666666666,0.4444444444444444
CNN_model_paper2,0.001,0.33,3,0.5925925925925926,0.8194444444444444,0.1388888888888889
simple_CNN_model_1_sigmoid,1e-07,0.33,20,0.5925925925925926,0.7916666666666666,0.19444444444444445
cnn_model_succeeded,1e-06,0.33,3,0.5925925925925926,0.8194444444444444,0.1388888888888889
CNN_model_paper2,0.0001,,3,0.5925925925925926,0.8611111111111112,0.05555555555555555
cnn_model_succeeded,1e-05,0.33,3,0.5925925925925926,0.7361111111111112,0.3055555555555556
CNN_model_paper2,1e-07,0.33,5,0.5833333333333334,0.7777777777777778,0.19444444444444445
simple_CNN_model_1_sigmoid,1e-07,,50,0.5833333333333334,0.8194444444444444,0.1111111111111111
cnn_model_succeeded,1e-06,,5,0.5833333333333334,0.6944444444444444,0.3611111111111111
CNN_model_paper2,1e-07,0.33,100,0.5833333333333334,0.6944444444444444,0.3611111111111111
cnn_model_succeeded,1e-06,0.33,50,0.5833333333333334,0.7361111111111112,0.2777777777777778
cnn_model_succeeded,0.0001,0.33,5,0.5833333333333334,0.875,0.0
CNN_model_paper2,1e-05,0.33,100,0.5833333333333334,0.7638888888888888,0.2222222222222222
simple_CNN_model_1_sigmoid,0.001,0.33,50,0.5740740740740741,0.8333333333333334,0.05555555555555555
simple_CNN_model_1_sigmoid,1e-06,0.33,10,0.5740740740740741,0.6666666666666666,0.3888888888888889
cnn_model_succeeded,1e-06,,10,0.5648148148148148,0.5694444444444444,0.5555555555555556
CNN_model_paper2,1e-06,,10,0.5648148148148148,0.5972222222222222,0.5
simple_CNN_model_1_sigmoid,1e-06,0.33,20,0.5648148148148148,0.7777777777777778,0.1388888888888889
simple_CNN_model_1_sigmoid,1e-06,0.33,5,0.5648148148148148,0.8333333333333334,0.027777777777777776
CNN_model_paper2,0.001,,5,0.5648148148148148,0.6527777777777778,0.3888888888888889
CNN_model_paper2,1e-06,,100,0.5648148148148148,0.625,0.4444444444444444
CNN_model_paper2,1e-06,,5,0.5648148148148148,0.6527777777777778,0.3888888888888889
simple_CNN_model_1_sigmoid,1e-06,,3,0.5648148148148148,0.7638888888888888,0.16666666666666666
cnn_model_succeeded,1e-06,,20,0.5648148148148148,0.7222222222222222,0.25
simple_CNN_model_1_sigmoid,1e-06,0.33,50,0.5648148148148148,0.6666666666666666,0.3611111111111111
cnn_model_succeeded,0.001,,50,0.5555555555555556,0.8333333333333334,0.0
simple_CNN_model_1_sigmoid,1e-07,,10,0.5555555555555556,0.7361111111111112,0.19444444444444445
cnn_model_succeeded,1e-07,,20,0.5555555555555556,0.6527777777777778,0.3611111111111111
cnn_model_succeeded,1e-05,0.33,5,0.5555555555555556,0.5694444444444444,0.5277777777777778
simple_CNN_model_1_sigmoid,1e-06,,10,0.5555555555555556,0.5416666666666666,0.5833333333333334
cnn_model_succeeded,1e-07,,50,0.5555555555555556,0.6388888888888888,0.3888888888888889
cnn_model_succeeded,0.001,0.33,50,0.5555555555555556,0.6527777777777778,0.3611111111111111
simple_CNN_model_1_sigmoid,1e-07,0.33,100,0.5462962962962963,0.5833333333333334,0.4722222222222222
simple_CNN_model_1_sigmoid,1e-07,,20,0.5462962962962963,0.7083333333333334,0.2222222222222222
CNN_model_paper2,0.001,,20,0.5370370370370371,0.6527777777777778,0.3055555555555556
