model,learning_rate,val_split,epochs,accuracy,TPR,TNR
simple_CNN_model_1_sigmoid,1e-07,,1,0.48,1.0,0.0
simple_CNN_model_1,0.001,,1,0.48,1.0,0.0
simple_CNN_model_1,1e-07,,1,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-07,,1,0.48,1.0,0.0
CNN_model_paper2,1e-07,,1,0.48,1.0,0.0
CNN_model_paper,1e-07,,1,0.48,1.0,0.0
simple_CNN_model_1_sigmoid,1e-06,,1,0.48,0.9947916666666666,0.004807692307692308
simple_CNN_model_1,1e-06,,1,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-06,,1,0.48,1.0,0.0
CNN_model_paper,1e-06,,1,0.48,1.0,0.0
simple_CNN_model_1,1e-05,,1,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,,1,0.48,1.0,0.0
CNN_model_paper,1e-05,,1,0.48,1.0,0.0
simple_CNN_model_1,0.0001,,1,0.48,1.0,0.0
CNN_model_paper_withDropout,0.0001,,1,0.48,1.0,0.0
CNN_model_paper,0.0001,,1,0.48,1.0,0.0
simple_CNN_model_1_sigmoid,0.001,,1,0.48,1.0,0.0
simple_CNN_model_1_sigmoid,0.0001,0.33,5,0.48,1.0,0.0
CNN_model_paper,0.0001,0.33,5,0.48,1.0,0.0
CNN_model_paper,1e-05,0.33,5,0.48,1.0,0.0
simple_CNN_model_1,1e-05,,10,0.48,1.0,0.0
CNN_model_paper,1e-05,,10,0.48,1.0,0.0
simple_CNN_model_1,0.0001,,10,0.48,1.0,0.0
CNN_model_paper_withDropout,0.0001,,10,0.48,1.0,0.0
CNN_model_paper,0.0001,,10,0.48,1.0,0.0
simple_CNN_model_1,0.001,,10,0.48,1.0,0.0
CNN_model_paper_withDropout,0.001,,10,0.48,1.0,0.0
cnn_model_succeeded,1e-07,0.33,10,0.48,1.0,0.0
simple_CNN_model_1,1e-07,0.33,10,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-07,0.33,10,0.48,1.0,0.0
CNN_model_paper,1e-07,0.33,10,0.48,1.0,0.0
simple_CNN_model_1,1e-06,0.33,10,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-06,0.33,10,0.48,1.0,0.0
CNN_model_paper,1e-06,0.33,10,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,0.33,5,0.48,1.0,0.0
simple_CNN_model_1,1e-05,0.33,10,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,,10,0.48,1.0,0.0
CNN_model_paper,1e-06,,10,0.48,1.0,0.0
CNN_model_paper,1e-05,0.33,10,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-06,,10,0.48,1.0,0.0
CNN_model_paper,1e-06,0.33,20,0.48,1.0,0.0
simple_CNN_model_1,1e-05,0.33,20,0.48,1.0,0.0
CNN_model_paper_withDropout,1e-05,0.33,20,0.48,1.0,0.0
CNN_model_paper,1e-05,0.33,20,0.48,1.0,0.0
simple_CNN_model_1_sigmoid,0.0001,0.33,20,0.48,1.0,0.0
simple_CNN_model_1,0.0001,0.33,20,0.48,1.0,0.0
CNN_model_paper_withDropout,0.0001,0.33,20,0.48,1.0,0.0
CNN_model_paper,0.0001,0.33,20,0.48,1.0,0.0
simple_CNN_model_1,0.001,0.33,20,0.48,1.0,0.0
